3;5;13;11;
3;7;11;11;
3;9;14;14;
3;9;13;11;
3;9;10;14;
3;5;7;14;
3;7;14;11;
3;3;9;14;
3;3;12;11;
3;5;12;11;
3;6;12;11;
3;7;13;11;
3;3;18;11;
3;0;16;11;
3;3;16;11;
3;3;14;11;
3;4;14;11;
3;6;14;11;
3;2;14;11;
3;2;13;11;
3;4;13;11;
3;1;14;11;
3;5;14;11;
3;4;12;11;
3;4;11;11;
3;3;13;11;
3;0;13;11;
3;5;11;11;
3;2;12;11;
3;4;9;11;
3;6;11;11;
3;3;7;14;
3;1;8;11;
3;3;6;11;
3;0;9;17;
3;2;10;11;
3;2;9;14;
3;1;10;11;
3;2;4;14;
3;1;11;14;
3;2;11;11;
3;1;7;11;
3;4;10;11;
3;1;9;11;
3;1;13;11;
3;1;12;11;
3;0;11;11;
3;4;4;11;
